,Gender,Age,Socioeconomic Status
1169,Male,40.82134294887102,Disadvantaged
1170,Female,26.411989064469,Very Affluent
1171,Female,44.682806925605725,Disadvantaged
1172,Male,32.93849232584866,Very Affluent
1173,Male,51.48689692990268,Affluent
1174,Male,45.53861513719535,Very Disadvantaged
1175,Male,46.089577262956226,Disadvantaged
1176,Female,52.80503541931155,Very Affluent
1177,Male,44.3841164465467,Average
1178,Male,45.254439960651986,Average
1179,Female,46.563016928515054,Average
1180,Female,66.2634199473921,Average
1181,Female,38.78489653937581,Disadvantaged
1182,Male,27.345832683914885,Affluent
1183,Male,69.82834286115511,Disadvantaged
1184,Male,48.563492700053466,Very Disadvantaged
1185,Female,22.437175589077846,Very Disadvantaged
1186,Male,19.579198286439993,Very Affluent
1187,Male,32.91491333706277,Affluent
1188,Male,51.124036453651925,Affluent
1189,Female,36.68869373983694,Disadvantaged
1190,Female,76.4099989293159,Very Affluent
1191,Female,60.91702717551454,Very Disadvantaged
1192,Female,60.296402728471634,Average
1193,Female,36.549652648883495,Very Affluent
1194,Female,55.317135807242735,Very Disadvantaged
1195,Female,17.916088125029567,Affluent
1196,Female,64.7942008629179,Disadvantaged
1197,Male,55.588204403012156,Affluent
1198,Male,25.33493751296809,Very Affluent
1199,Female,55.75004560491843,Average
1200,Male,28.440226895821894,Very Disadvantaged
1201,Female,35.69629494425357,Disadvantaged
1202,Female,18.077348257714167,Disadvantaged
1203,Male,27.427146558879052,Average
1204,Female,38.97933775512047,Very Affluent
1205,Male,43.269433456075255,Disadvantaged
1206,Female,59.72833266447411,Average
1207,Female,23.409726329028196,Affluent
1208,Male,69.18437166321242,Average
1209,Female,47.752608375244556,Affluent
1210,Male,21.93183260030886,Average
1211,Female,62.05544780261138,Very Affluent
1212,Male,47.096155873910476,Disadvantaged
1213,Female,18.44012868985378,Very Affluent
1214,Female,27.6272991615969,Very Disadvantaged
1215,Male,50.52253777357642,Affluent
1216,Male,23.150733992750833,Affluent
1217,Female,57.119529948553804,Average
1218,Female,77.11167396736403,Very Disadvantaged
1219,Female,44.60445298121756,Very Disadvantaged
1220,Male,55.59720125318615,Very Disadvantaged
1221,Female,35.7341146623952,Very Affluent
1222,Female,40.27702172721738,Very Affluent
1223,Male,48.661634853472144,Very Affluent
1224,Female,31.71850737178947,Very Disadvantaged
1225,Female,45.54691799969679,Very Disadvantaged
1226,Male,36.942118069781245,Very Affluent
1227,Female,30.379508366546347,Affluent
1228,Male,80.74667603960259,Affluent
1229,Male,48.821367227046466,Average
1230,Female,65.43024371079552,Average
1231,Male,36.11874402351912,Very Disadvantaged
1232,Male,18.714303172391606,Very Affluent
1233,Female,53.78785481900803,Average
1234,Male,30.47237114306357,Average
1235,Female,46.52627137004075,Very Affluent
1236,Female,23.70746487106073,Disadvantaged
1237,Female,36.07727282113796,Average
1238,Female,55.71425547785891,Very Affluent
1239,Male,69.79993578869572,Average
1240,Female,41.61652918805914,Very Affluent
1241,Male,24.63401917690045,Disadvantaged
1242,Male,32.54437684073959,Very Disadvantaged
1243,Female,40.062327033153494,Very Affluent
1244,Female,28.579137696090882,Disadvantaged
1245,Female,31.025104446511428,Disadvantaged
1246,Female,27.2341559894179,Average
1247,Female,18.967139219717662,Very Disadvantaged
1248,Male,35.018507437091614,Very Disadvantaged
1249,Female,24.13633013806672,Very Affluent
1250,Female,59.49743346638718,Disadvantaged
1251,Female,32.39066686668585,Very Disadvantaged
1252,Male,36.76535848677262,Very Disadvantaged
1253,Male,66.8275331664091,Disadvantaged
1254,Female,27.76344426591942,Very Disadvantaged
1255,Male,55.851523664917735,Average
1256,Female,42.97736468666193,Very Disadvantaged
1257,Female,26.904346821367326,Affluent
1258,Female,42.935078165280714,Average
1259,Female,47.95061963254676,Disadvantaged
1260,Female,42.23094445979678,Disadvantaged
1261,Male,53.593754073866144,Average
1262,Male,28.80793136934838,Disadvantaged
1263,Male,72.50091574981815,Disadvantaged
1264,Female,25.208681600683214,Very Affluent
1265,Male,42.69719476493669,Very Affluent
1266,Female,59.760516272835964,Very Disadvantaged
1267,Male,87.46279438273842,Affluent
1268,Male,70.54662028968954,Very Disadvantaged
1269,Female,17.153477986255055,Very Disadvantaged
1270,Male,38.35010120489148,Affluent
1271,Female,15.602241964688726,Very Affluent
1272,Female,53.459804624721556,Very Disadvantaged
1273,Male,26.387919807803435,Affluent
1274,Female,17.854103914358127,Average
1275,Male,57.06999845626727,Affluent
1276,Female,32.312935533684026,Average
1277,Male,29.39281977061281,Very Disadvantaged
1278,Female,23.146726553556697,Average
1279,Female,43.47827376833908,Average
1280,Male,28.830810267718647,Affluent
1281,Male,60.05108993251607,Very Disadvantaged
1282,Female,16.671226830323267,Disadvantaged
1283,Male,34.2951388272498,Disadvantaged
1284,Male,39.002174163762355,Disadvantaged
1285,Male,34.63919159089835,Affluent
1286,Female,20.498951333596803,Disadvantaged
1287,Female,46.747461752973706,Average
1288,Female,19.02277423352061,Affluent
1289,Male,28.42230692207145,Average
1290,Male,35.67169558835514,Average
1291,Male,35.308022083244666,Disadvantaged
1292,Male,59.141450933109994,Average
1293,Female,62.270806381564746,Disadvantaged
1294,Female,28.136047347296184,Average
1295,Male,31.74417670476838,Very Disadvantaged
1296,Female,31.02792530311818,Average
1297,Female,34.89546968368538,Very Disadvantaged
1298,Female,63.94931199598082,Average
1299,Female,51.673542575479225,Disadvantaged
1300,Female,58.91869896157273,Disadvantaged
1301,Female,52.823401359589994,Average
1302,Female,49.131312225686955,Disadvantaged
1303,Female,34.634137820966075,Average
1304,Female,35.83031362026992,Average
1305,Female,47.00153332974615,Very Disadvantaged
1306,Male,22.378612421022982,Affluent
1307,Male,25.202944892582522,Affluent
1308,Female,49.08243781735392,Affluent
1309,Female,75.23139580011932,Average
1310,Female,17.10166985469599,Average
1311,Male,32.55625222961312,Affluent
1312,Male,59.191053369026804,Affluent
1313,Male,22.05733040509451,Affluent
1314,Female,32.90797684273793,Very Disadvantaged
1315,Female,31.857571956674384,Average
1316,Female,74.33768249910563,Disadvantaged
1317,Female,30.490162870088465,Disadvantaged
1318,Female,28.11048380459554,Very Affluent
1319,Male,65.88325386271657,Very Disadvantaged
1320,Female,32.09140960581113,Affluent
1321,Female,56.646824283214386,Disadvantaged
1322,Male,56.74512981623205,Very Affluent
1323,Male,26.01741028010166,Very Affluent
1324,Male,37.36838516988207,Very Affluent
1325,Female,50.50611568537246,Affluent
1326,Male,27.169766897354684,Very Affluent
1327,Male,36.80950746168791,Disadvantaged
1328,Male,30.47189523176997,Disadvantaged
1329,Female,47.22285500709647,Very Affluent
1330,Female,83.88049930525247,Very Affluent
1331,Female,28.009240267951245,Disadvantaged
1332,Male,16.84346025762183,Average
1333,Female,31.329253304900696,Affluent
1334,Male,28.085108118534258,Affluent
1335,Male,46.36552547674128,Disadvantaged
1336,Female,33.200903252706894,Average
1337,Female,28.78172027519744,Affluent
1338,Female,24.199727415164652,Very Affluent
1339,Male,47.81814737027591,Disadvantaged
1340,Male,26.130157943080945,Disadvantaged
1341,Female,29.72498704821623,Very Disadvantaged
1342,Female,23.682226437806982,Affluent
1343,Female,32.09901824219681,Affluent
1344,Male,40.964803790853786,Disadvantaged
1345,Female,35.617061306800366,Affluent
1346,Female,34.81698841137997,Average
1347,Male,48.981309683004795,Very Disadvantaged
1348,Female,55.520080328032066,Very Affluent
1349,Female,34.074406195575186,Very Disadvantaged
1350,Female,50.852276539515785,Average
1351,Male,82.48143231172611,Disadvantaged
1352,Male,62.50608160818878,Very Affluent
1353,Male,27.177962192143823,Disadvantaged
1354,Female,31.92316347021574,Disadvantaged
1355,Female,32.675701140462905,Affluent
1356,Male,50.45782126405821,Very Disadvantaged
1357,Female,48.031170521156504,Disadvantaged
1358,Female,34.02623926590161,Affluent
1359,Male,27.72926663244878,Affluent
1360,Female,49.0729488301481,Very Affluent
1361,Female,46.400019079395506,Very Disadvantaged
1362,Female,25.569129209350244,Very Affluent
1363,Male,41.77806464886722,Very Disadvantaged
1364,Female,16.78389306809281,Disadvantaged
1365,Female,35.72109888619969,Disadvantaged
1366,Male,58.954407525004,Disadvantaged
1367,Female,45.789451771589626,Disadvantaged
1368,Male,16.202242751991676,Very Affluent
1369,Male,64.67155194725224,Affluent
1370,Female,25.713755392836248,Very Disadvantaged
1371,Female,58.59059416930015,Average
1372,Female,66.43344257651111,Affluent
1373,Female,47.56427784362993,Disadvantaged
1374,Female,52.92666531327208,Disadvantaged
1375,Female,48.86060493548162,Very Affluent
1376,Female,58.30779420134562,Average
1377,Male,39.55704773470942,Very Affluent
1378,Male,59.1842757398717,Disadvantaged
1379,Female,40.650484710096215,Affluent
1380,Female,39.98548115439813,Very Disadvantaged
1381,Male,32.93576051137947,Very Affluent
1382,Female,59.4873535234973,Very Affluent
1383,Female,15.674256580064938,Very Disadvantaged
1384,Female,78.22174222590019,Very Affluent
1385,Male,68.64467805352142,Very Affluent
1386,Female,31.66801181798633,Disadvantaged
1387,Male,34.5300181600289,Disadvantaged
1388,Male,41.18482725195687,Affluent
1389,Male,34.237210641315286,Affluent
1390,Female,42.444118434790326,Average
1391,Female,59.04736488182146,Affluent
1392,Male,19.917305815237732,Disadvantaged
1393,Male,42.827513143789226,Disadvantaged
1394,Female,62.898402482475404,Very Disadvantaged
1395,Female,32.51147423681471,Very Affluent
1396,Female,22.176603420530746,Very Affluent
1397,Female,67.43058781412178,Very Affluent
1398,Female,38.130181772272664,Affluent
1399,Female,27.47133307963947,Very Affluent
1400,Male,58.11626742368,Average
1401,Female,45.09900802508768,Very Affluent
1402,Female,42.81391857426795,Very Affluent
1403,Male,55.19367187318933,Disadvantaged
1404,Male,66.57858911988212,Very Affluent
1405,Male,58.215507290241305,Disadvantaged
1406,Male,54.11223339519309,Average
1407,Male,54.62514685504887,Very Affluent
1408,Male,51.60260518873668,Average
1409,Male,41.41632744899239,Affluent
1410,Female,40.04232694020007,Very Disadvantaged
1411,Male,68.7813528885349,Very Affluent
1412,Male,55.73581616778675,Very Affluent
1413,Male,61.51160118929224,Affluent
1414,Female,35.89679022431896,Very Affluent
1415,Male,53.02691026903774,Very Disadvantaged
1416,Male,27.445867634589277,Average
1417,Male,20.302162735885815,Average
1418,Female,45.73266147318796,Average
1419,Male,78.55360830026777,Affluent
1420,Male,61.786451495191685,Affluent
1421,Female,35.94521003512886,Very Disadvantaged
1422,Female,27.300224023660647,Very Affluent
1423,Female,43.39136824408656,Average
1424,Female,36.223954889703904,Very Affluent
1425,Female,37.576414889083495,Affluent
1426,Female,67.43470421616125,Very Disadvantaged
1427,Male,60.9933118172422,Disadvantaged
1428,Female,41.98626720158139,Very Disadvantaged
1429,Female,42.38423396371175,Disadvantaged
1430,Female,39.44275479703239,Average
1431,Female,71.9884826166747,Disadvantaged
1432,Female,30.879713798688826,Disadvantaged
1433,Female,41.0629234376657,Affluent
1434,Male,49.072141622467136,Very Affluent
1435,Male,21.374505218287986,Affluent
1436,Female,37.67343599612189,Affluent
1437,Female,19.32884873955118,Disadvantaged
1438,Male,26.299654493083224,Very Affluent
1439,Female,61.23010573423973,Average
1440,Male,31.320278199824664,Average
1441,Female,45.97186851024251,Disadvantaged
1442,Male,36.59382235449081,Very Disadvantaged
1443,Male,19.61008460514577,Disadvantaged
1444,Male,20.160102034520175,Affluent
1445,Male,89.24406616848955,Disadvantaged
1446,Female,38.38476109351205,Very Affluent
1447,Male,46.09711744274503,Average
1448,Female,39.05521337179978,Average
1449,Male,49.58628162543613,Very Affluent
1450,Male,86.4908155336233,Disadvantaged
1451,Female,39.99808376039802,Average
1452,Female,36.37891771078235,Very Disadvantaged
1453,Female,92.75830209291556,Affluent
1454,Female,53.59363786484393,Disadvantaged
1455,Female,23.633776065220747,Disadvantaged
1456,Female,26.818299480458133,Disadvantaged
1457,Male,28.054456738977894,Disadvantaged
1458,Female,59.08695121136782,Average
1459,Female,24.494837272922688,Disadvantaged
1460,Male,58.322392937421256,Affluent
1461,Male,76.73499083249419,Very Disadvantaged
1462,Female,46.301108168635636,Average
1463,Male,17.731594982889348,Affluent
1464,Female,40.993869125495436,Average
1465,Male,47.059701172571515,Average
1466,Male,54.57522982825152,Very Disadvantaged
1467,Female,38.309390152445935,Very Affluent
1468,Female,24.998315345674634,Disadvantaged
1469,Male,19.059730543011444,Very Disadvantaged
1470,Female,36.955294634010926,Very Disadvantaged
1471,Female,35.803695426188156,Affluent
1472,Female,37.953189418211835,Average
1473,Female,43.06465150603812,Disadvantaged
1474,Male,42.45903395025668,Average
1475,Male,41.45568431909866,Very Affluent
1476,Female,29.08594287079339,Affluent
1477,Female,41.20623217770584,Average
1478,Male,43.97997864456547,Disadvantaged
1479,Male,30.656165781451165,Very Affluent
1480,Female,32.09375306351434,Very Disadvantaged
1481,Female,16.917294485780232,Affluent
1482,Male,46.203353294595,Very Disadvantaged
1483,Female,55.775927834686904,Average
1484,Female,44.17449510697991,Average
1485,Male,47.28422228616994,Disadvantaged
1486,Male,39.37654901821074,Affluent
1487,Male,55.661408391479,Disadvantaged
1488,Female,51.92936342224033,Very Affluent
1489,Female,63.5665304904186,Very Affluent
1490,Male,27.798620438265687,Very Affluent
1491,Male,46.52173044262054,Average
1492,Female,33.51968420388937,Average
1493,Male,18.159777390017204,Very Affluent
1494,Male,27.8044856307879,Disadvantaged
1495,Male,40.77293330159493,Very Disadvantaged
1496,Female,37.673361241741055,Very Disadvantaged
1497,Male,45.9238287656263,Disadvantaged
1498,Female,50.559007033641535,Very Disadvantaged
1499,Female,56.359612519332785,Affluent
1500,Female,37.370165137556576,Affluent
1501,Male,59.87033998742143,Affluent
1502,Male,25.949202604521524,Very Disadvantaged
1503,Female,50.35585890896168,Very Affluent
1504,Male,36.73237921098781,Very Disadvantaged
1505,Male,82.30369380616058,Average
1506,Female,39.56185610915761,Disadvantaged
1507,Female,82.58840018398735,Affluent
1508,Male,45.08185059636126,Disadvantaged
1509,Female,18.283574455517442,Average
1510,Male,84.32872264474628,Very Disadvantaged
1511,Female,17.34636818307161,Very Disadvantaged
1512,Male,42.12331544924133,Affluent
1513,Female,38.85128280223217,Average
1514,Male,49.78736378764761,Disadvantaged
1515,Male,33.53389061990162,Very Disadvantaged
1516,Female,27.54968381320417,Disadvantaged
1517,Female,64.51794636105802,Average
1518,Female,68.71944158150256,Very Disadvantaged
1519,Male,24.675571405197122,Very Affluent
1520,Female,29.122527556543428,Affluent
1521,Female,43.96068106577806,Average
1522,Female,44.23894318858693,Average
1523,Male,24.10000863787517,Very Disadvantaged
1524,Male,37.906961317191566,Very Affluent
1525,Male,25.788245343353406,Very Disadvantaged
1526,Male,54.99803623680424,Very Disadvantaged
1527,Female,40.57100956310761,Affluent
1528,Male,56.84732615040456,Affluent
1529,Male,49.708873297411905,Disadvantaged
1530,Male,15.298129049783245,Very Affluent
1531,Male,22.657179841032352,Very Affluent
1532,Male,35.30866251165678,Very Affluent
1533,Female,46.960275641017084,Disadvantaged
1534,Male,52.747911333011785,Very Disadvantaged
1535,Male,34.01249517484164,Very Disadvantaged
1536,Female,17.314146409277235,Affluent
1537,Female,29.278587754453234,Affluent
1538,Male,22.01365232898088,Disadvantaged
1539,Female,35.82817556939305,Affluent
1540,Female,22.268480139743374,Disadvantaged
1541,Female,69.2645315973976,Very Disadvantaged
1542,Female,26.003822725554603,Disadvantaged
1543,Male,31.649916126386543,Affluent
1544,Female,80.22907829137301,Very Affluent
1545,Female,20.060567944765943,Very Disadvantaged
1546,Male,18.634923982041858,Affluent
1547,Female,41.89587990285318,Very Affluent
1548,Male,22.618332833871133,Very Disadvantaged
1549,Female,35.83725152806545,Affluent
1550,Male,18.08353423491697,Average
1551,Female,18.10663692401889,Average
1552,Male,21.82161050510725,Affluent
1553,Female,27.242168888705287,Affluent
1554,Male,49.38378275314663,Very Affluent
1555,Male,44.558087181535704,Disadvantaged
1556,Male,28.518966723710854,Very Affluent
1557,Male,27.291243831548137,Disadvantaged
1558,Male,39.87966450912723,Very Disadvantaged
1559,Male,18.926045727968923,Very Affluent
1560,Male,40.22337593408521,Average
1561,Female,40.03278017384699,Average
1562,Female,37.55282736599981,Very Disadvantaged
1563,Male,44.087531997212295,Very Disadvantaged
1564,Male,45.648616391466746,Average
1565,Female,37.74714587171755,Disadvantaged
1566,Male,33.718042472111605,Very Disadvantaged
1567,Female,56.51726531832937,Very Disadvantaged
1568,Female,65.96979600091441,Disadvantaged
1569,Female,87.72913505457069,Very Disadvantaged
1570,Female,35.2650877753182,Average
1571,Male,48.95628572461466,Very Disadvantaged
1572,Female,46.233512140003896,Very Disadvantaged
1573,Male,41.73576828430849,Disadvantaged
1574,Male,63.72633279280708,Very Disadvantaged
1575,Female,17.579874015254077,Affluent
1576,Female,25.198371009654867,Affluent
1577,Female,35.529256015976806,Average
1578,Female,26.174777214023102,Affluent
1579,Female,39.129504184973875,Disadvantaged
1580,Male,28.017391044075442,Average
1581,Male,18.267422237506203,Very Disadvantaged
1582,Male,43.80172870943002,Average
1583,Male,70.8178858888389,Very Affluent
1584,Male,56.241833082091134,Very Affluent
1585,Male,41.158680301806,Very Affluent
1586,Female,15.595314621198526,Average
1587,Male,41.11190870970074,Disadvantaged
1588,Male,51.8897653358185,Very Disadvantaged
1589,Male,49.10326500224488,Very Disadvantaged
1590,Female,23.848640847378835,Very Affluent
1591,Male,72.43838375742965,Disadvantaged
1592,Female,39.11592233888676,Average
1593,Female,52.714644574933025,Disadvantaged
1594,Male,61.504025936030615,Disadvantaged
1595,Male,33.97282926813382,Very Disadvantaged
1596,Male,48.65967353700171,Average
1597,Female,35.5168907133784,Average
1598,Female,51.55176554301106,Very Disadvantaged
1599,Female,68.94968828074846,Affluent
1600,Female,56.91466952189052,Disadvantaged
1601,Male,64.3165051254773,Very Disadvantaged
1602,Male,33.84722231468062,Very Affluent
1603,Female,43.52708200264742,Very Affluent
1604,Male,28.61421767210375,Disadvantaged
1605,Male,21.545778769601874,Average
1606,Male,29.605236530384033,Affluent
1607,Female,54.93035851375683,Very Affluent
1608,Female,47.06051486730926,Affluent
1609,Female,46.94953744759373,Disadvantaged
1610,Male,34.05091811401583,Very Disadvantaged
1611,Male,28.69564972834919,Very Affluent
1612,Male,33.24789948419632,Average
1613,Male,35.93442877179907,Average
1614,Female,43.41925588475156,Very Affluent
1615,Female,44.02993287006667,Disadvantaged
1616,Male,92.28892111127284,Very Affluent
1617,Female,60.0040204059231,Affluent
1618,Female,16.236024326282084,Average
1619,Male,58.42406103089439,Very Affluent
1620,Male,68.03947264921644,Disadvantaged
1621,Female,39.77398078157824,Affluent
1622,Female,35.994736303900545,Very Disadvantaged
1623,Female,42.91564405474516,Very Affluent
1624,Male,56.31883138587155,Disadvantaged
1625,Male,25.966882055306293,Very Affluent
1626,Female,20.987840423357177,Average
1627,Female,38.919902077377465,Disadvantaged
1628,Male,21.78096715542102,Affluent
1629,Female,52.39917540363664,Very Disadvantaged
1630,Female,41.4554986409905,Disadvantaged
1631,Male,61.20106854349344,Average
1632,Male,35.3942022118669,Very Disadvantaged
1633,Male,26.90328659697794,Disadvantaged
1634,Male,47.0083634622128,Very Affluent
1635,Male,29.742756868183243,Very Disadvantaged
1636,Female,28.869676267099848,Affluent
1637,Male,49.8348799760799,Average
1638,Female,55.48019216932643,Average
1639,Female,15.012989068632631,Disadvantaged
1640,Male,17.130355525231785,Average
1641,Male,50.73895706280827,Average
1642,Female,27.874920291746918,Average
1643,Male,61.840138842174014,Affluent
1644,Male,43.70397342356438,Very Disadvantaged
1645,Female,58.710525981138055,Average
1646,Male,41.95356123259952,Very Disadvantaged
1647,Male,34.18625339866038,Very Disadvantaged
1648,Female,26.596127345026417,Very Affluent
1649,Female,33.47742635045653,Affluent
1650,Male,65.5667975889227,Affluent
1651,Female,54.50782530792828,Very Affluent
1652,Female,44.08434545973457,Average
1653,Female,49.359672810255795,Very Disadvantaged
1654,Female,39.331260378078824,Disadvantaged
1655,Male,31.30719258148489,Average
1656,Male,29.573088273188105,Disadvantaged
1657,Female,31.789761711229904,Disadvantaged
1658,Female,60.971028455526266,Very Disadvantaged
1659,Male,16.34524922465492,Very Disadvantaged
1660,Female,33.539351945457206,Average
1661,Female,25.153182913216686,Disadvantaged
1662,Male,21.92583442691037,Disadvantaged
1663,Male,38.56734927740673,Very Disadvantaged
1664,Female,51.33436252255259,Very Disadvantaged
1665,Female,25.60932977033027,Very Affluent
1666,Female,55.06395900744632,Disadvantaged
1667,Female,40.157824974177096,Affluent
1668,Female,25.166854441574245,Very Affluent
1669,Female,66.07033035778342,Very Disadvantaged
1670,Male,30.451380041698602,Affluent
1671,Male,58.07426170925362,Affluent
1672,Male,60.474108543646075,Disadvantaged
1673,Female,38.52806010061899,Very Affluent
1674,Female,21.772105195912673,Average
1675,Male,68.60456435519782,Very Affluent
1676,Male,30.803948475443676,Disadvantaged
1677,Male,16.76067977067415,Affluent
1678,Male,64.55489372840732,Very Disadvantaged
1679,Male,43.20028371924569,Affluent
1680,Male,76.31284764453164,Disadvantaged
1681,Female,39.856125129807495,Very Disadvantaged
1682,Female,15.097692447638536,Disadvantaged
1683,Female,37.12946313365282,Average
1684,Female,49.11354062179019,Disadvantaged
1685,Male,50.69712325895323,Affluent
1686,Female,38.299890332502244,Average
1687,Female,76.06394577507095,Affluent
1688,Male,61.58840544534405,Very Disadvantaged
1689,Female,35.39597702356059,Average
1690,Female,36.81961918094355,Average
1691,Female,44.88334695564527,Affluent
1692,Female,31.88398249530338,Affluent
1693,Female,58.75248489856548,Disadvantaged
1694,Female,33.45925279320145,Average
1695,Male,17.842896239487192,Very Disadvantaged
1696,Female,35.43228779183292,Very Affluent
1697,Male,37.397736275310415,Very Disadvantaged
1698,Female,41.161401069944965,Affluent
1699,Female,54.51671859762973,Average
1700,Male,15.689070052250301,Very Disadvantaged
1701,Female,35.2231414185997,Affluent
1702,Male,27.383063838177193,Very Disadvantaged
1703,Female,39.96596895574763,Average
1704,Female,40.952867999074044,Affluent
1705,Male,65.94166252513969,Very Affluent
1706,Female,27.573282749630586,Average
1707,Female,52.74172381431404,Very Disadvantaged
1708,Male,26.9883205748311,Affluent
1709,Female,22.421027817588296,Disadvantaged
1710,Male,29.45548335807099,Disadvantaged
1711,Male,50.032994873335795,Average
1712,Male,39.200208606588106,Average
1713,Female,39.69116397577009,Disadvantaged
1714,Female,45.403233634620904,Affluent
1715,Male,41.427251241700404,Very Disadvantaged
1716,Female,41.14645519723491,Average
1717,Male,44.56512094935243,Very Affluent
1718,Male,19.942594005754994,Disadvantaged
1719,Male,46.24078068049528,Very Disadvantaged
1720,Female,54.645973101495215,Very Affluent
1721,Female,52.94534591390309,Disadvantaged
1722,Male,18.984019229959166,Very Affluent
1723,Female,31.817372508909084,Very Affluent
1724,Male,60.7993420259763,Average
1725,Female,78.11062634774609,Very Affluent
1726,Female,46.70078811876791,Average
1727,Female,37.43422879169268,Average
1728,Female,46.55312281291938,Affluent
1729,Female,20.656718410872536,Affluent
1730,Male,52.95740680304897,Average
1731,Female,34.411666845362056,Affluent
1732,Male,67.04653096773714,Disadvantaged
1733,Female,72.2140960603697,Very Disadvantaged
1734,Male,33.181549838107664,Very Disadvantaged
1735,Female,24.085451336695044,Very Affluent
1736,Male,36.429706325107816,Very Affluent
1737,Female,45.374073910645016,Disadvantaged
1738,Male,24.5088182953328,Average
1739,Female,23.979337800702957,Very Affluent
1740,Male,31.025042209590012,Affluent
1741,Female,41.00368926765363,Affluent
1742,Male,32.6228013849273,Average
1743,Female,78.75172994801298,Very Disadvantaged
1744,Male,67.72849109289277,Average
1745,Male,24.410651316046884,Affluent
1746,Male,16.8596165812365,Average
1747,Female,31.439824113000526,Very Disadvantaged
1748,Female,21.589436924079333,Disadvantaged
1749,Female,76.1582349082791,Affluent
1750,Male,57.56859584843579,Very Affluent
1751,Male,46.66690604960743,Very Affluent
1752,Female,27.38034887706152,Very Affluent
1753,Female,32.19738639873063,Average
1754,Female,35.431180040813175,Very Affluent
1755,Female,42.025917628467084,Disadvantaged
1756,Male,51.300761066859735,Average
1757,Male,50.27122403578555,Average
1758,Male,47.602530681339715,Average
1759,Female,46.94746824683462,Disadvantaged
1760,Female,44.90202078132138,Average
1761,Male,35.65094269522132,Disadvantaged
1762,Male,53.36173741109317,Very Disadvantaged
1763,Female,50.24769676619753,Very Disadvantaged
1764,Female,32.86339048247864,Average
1765,Female,44.35196462069443,Affluent
1766,Female,44.98172490409288,Disadvantaged
1767,Female,36.871550173468165,Affluent
1768,Female,49.187871248270994,Very Disadvantaged
1769,Female,87.94538079569014,Affluent
1770,Male,51.22482533962504,Average
1771,Female,30.73056477469452,Average
1772,Female,37.382665572073,Very Affluent
1773,Female,27.942659301759857,Affluent
1774,Male,21.617272936770476,Disadvantaged
1775,Male,28.38766307036358,Disadvantaged
1776,Female,23.09380885373622,Very Affluent
1777,Female,15.436749881056876,Average
1778,Male,23.807308133696658,Very Affluent
1779,Male,45.59687316386896,Very Disadvantaged
1780,Female,64.91064978159534,Very Disadvantaged
1781,Male,26.234273818279483,Disadvantaged
1782,Female,45.8479494425174,Average
1783,Female,41.386706929134846,Disadvantaged
1784,Female,41.8321609373794,Very Affluent
1785,Female,52.73691686198884,Average
1786,Female,54.673714868874846,Affluent
1787,Male,19.473103518688426,Very Affluent
1788,Male,21.61917909366432,Very Affluent
1789,Male,57.77920275377754,Very Affluent
1790,Female,35.95783344774747,Average
1791,Male,33.51967041352552,Affluent
1792,Male,73.22011555714684,Affluent
1793,Female,21.737704865037273,Very Disadvantaged
1794,Male,25.100774352858398,Average
1795,Female,45.50292430671846,Affluent
1796,Female,37.99530369271244,Disadvantaged
1797,Male,28.036932130905065,Disadvantaged
1798,Male,37.10304365085804,Average
1799,Female,19.608544954630613,Affluent
1800,Male,46.7242628956543,Disadvantaged
1801,Female,27.256571165731472,Disadvantaged
1802,Female,17.707112048122248,Very Disadvantaged
1803,Female,66.30060081319893,Disadvantaged
1804,Male,20.43821975634092,Very Affluent
1805,Male,30.984896054149377,Disadvantaged
1806,Female,17.747903334271033,Very Affluent
1807,Male,59.57300816368176,Very Disadvantaged
1808,Male,46.57931637303912,Average
1809,Female,34.43077319438028,Average
1810,Male,43.86577084117528,Average
1811,Female,39.47214181747913,Very Disadvantaged
1812,Male,16.830355548783334,Average
1813,Male,56.39194856991396,Very Affluent
1814,Male,17.061865926925208,Average
1815,Female,53.91068064075242,Very Disadvantaged
1816,Female,49.31657464123927,Very Disadvantaged
1817,Male,33.97328143533451,Disadvantaged
1818,Female,30.704247913961577,Disadvantaged
1819,Female,42.178837660117736,Disadvantaged
1820,Female,40.97983687636772,Very Disadvantaged
1821,Male,43.5659560231961,Very Affluent
1822,Male,44.572199775966396,Disadvantaged
1823,Male,46.393634611462886,Average
1824,Female,61.981330756422906,Disadvantaged
1825,Male,42.037749551539626,Affluent
1826,Male,45.180617517657005,Average
1827,Female,98.48453319735333,Very Affluent
1828,Male,23.736534913223498,Average
1829,Female,41.32673467387512,Affluent
1830,Male,63.15976121445588,Very Affluent
1831,Female,31.581839657990272,Average
1832,Female,49.68208398823508,Affluent
1833,Male,30.467484195650258,Affluent
1834,Female,19.883147689990878,Very Disadvantaged
1835,Male,29.531603151099617,Disadvantaged
1836,Female,27.045247215157314,Disadvantaged
1837,Male,26.890651827548787,Disadvantaged
1838,Male,50.03827647833984,Affluent
1839,Male,48.8008087675762,Very Affluent
1840,Male,28.558757897127343,Disadvantaged
1841,Male,53.00450245313916,Affluent
1842,Female,23.7112721652948,Very Affluent
1843,Male,35.78428306192118,Very Affluent
1844,Male,79.20938477863697,Disadvantaged
1845,Female,18.52064988245103,Disadvantaged
1846,Female,18.35951109214152,Average
1847,Female,62.860007800610404,Disadvantaged
1848,Male,27.116857113470623,Average
